Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,,
N?  2225879-A/2225879/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37918,Ce. P/ Fortaleza,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1182,0,0,ausência em 100 mL,0,10/09/2019,10/09/2019,0,,
N?  2225880-A/2225880/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38034,Rua SDO 10,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1183,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2225881-A/2225881/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38042,Rua SDO 08,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1184,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2225882-A/2225882/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37885,Sítio Ubatuba 91,UNBCL-URUBURETAMA,Colégio,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1185,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2225883-A/2225883/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37930,Rua Coronel Angelim,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1186,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2227262-A/2227262/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38166,Rua SDO 37,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1187,0,0,ausência em 100 mL,0,17/09/2019,17/09/2019,0,,
N?  2227264-A/2227264/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37680,Rua Coronel João Antonio,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1188,0,0,ausência em 100 mL,0,19/09/2019,19/09/2019,0,,
N?  2229743-A/2229743/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37888,"Rua Major Sales, s/n",UNBCL-URUBURETAMA,Colégio,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1189,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229744-A/2229744/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37926,Praça 1º de Agosto,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1190,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229745-A/2229745/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38145,Rua SDO 33,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1191,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229746-A/2229746/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37946,Rua S.D.O-21,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1192,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229747-A/2229747/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38137,Rua SDO 34,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1193,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2229748-A/2229748/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,38155,Rua SDO 31,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1194,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2229749-A/2229749/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37672,Sítio Capeba,UNBCL-URUBURETAMA,Colégio,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1195,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2229750-A/2229750/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,37921,Rua SDO 20,UNBCL-URUBURETAMA,,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1196,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2222294-A/2222294/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36646,Rua Mestre Zéze 314,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1197,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222295-A/2222295/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36704,ET. Tamboaba,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1198,0,0,ausência em 100 mL,0,03/09/2019,03/09/2019,0,,
N?  2222664-A/2222664/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36621,Rua Et. Jatobá 02,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1199,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2222665-A/2222665/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36437,Rua Monsenhor Solon 15,UNBCL-TURURU,Creche,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1200,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2225884-A/2225884/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36627,Rua dos Carneiros 459,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1201,0,0,ausência em 100 mL,0,10/09/2019,10/09/2019,0,,
N?  2225885-A/2225885/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36698,Rua Mestre,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1202,0,0,ausência em 100 mL,0,10/09/2019,10/09/2019,0,,
N?  2225886-A/2225886/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36685,Rua G,UNBCL-TURURU,,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1203,0,0,ausência em 100 mL,0,12/09/2019,12/09/2019,0,,
N?  2227268-A/2227268/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36443,Rua Maria Glória da Conceição 50,UNBCL-TURURU,Secretaria de Saúde,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1204,0,0,ausência em 100 mL,0,19/09/2019,19/09/2019,0,,
N?  2227270-A/2227270/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,133741,"Estrada de Madalena, Nº 129",UNBCL-TURURU,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",1205,0,0,ausência em 100 mL,0,19/09/2019,19/09/2019,0,,
N?  2229751-A/2229751/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,36512,Rua João Amaro s/n,UNBCL-TURURU,Hospital,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1206,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229752-A/2229752/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Mundaú,URUBURETAMA,133744,"Rua Doca da Ola, Nº 220 (Matadouro Público)",UNBCL-TURURU,UNBL,Coliformes Totais,"9223, SMEWW 23rd Ed., 2017",1207,0,0,ausência em 100 mL,0,27/09/2019,27/09/2019,0,,
N?  2223185-A/2223185/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,SISAR,Torneira de entrada,Açude,UMIRIM,320762,-RDA-Localidade Umari (SISAR),SISAR,SISAR,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3053,0,1,presença em 100 mL,0,05/09/2019,05/09/2019,1,,
N?  2223194-A/2223194/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,SISAR,Torneira de entrada,Açude São Joaquim,UMIRIM,322084,-RDA - Localidade Compl. Moreira - Riacho Verde (SISAR),SISAR,SISAR,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3055,0,0,ausência em 100 mL,0,05/09/2019,05/09/2019,0,,
N?  2228385-A/2228385/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155650,-ETA - Localidade Mundo Novo  -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3103,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228388-A/2228388/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,Água Tratada,Torneira de entrada,Poço Profundo,TRAIRI,155651,-RDA - Localidade Mundo Novo -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3104,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228392-A/2228392/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155654,-ETA - Localidade Campestre -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3105,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228395-A/2228395/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,Água Tratada,Torneira de entrada,Poço Profundo,TRAIRI,155655,-RDA - Localidade Campestre -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3106,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228399-A/2228399/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155646,-ETA - Localidade Emboaca -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3107,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228405-A/2228405/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155641,-ETA - Localidade Palmeiras -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3109,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228408-A/2228408/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,Água Tratada,Torneira de entrada,Poço Profundo,TRAIRI,155643,-RDA - Localidade Palmeiras-Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3110,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228413-A/2228413/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155644,-ETA - Localidade Lavagem Grande -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3111,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2228416-A/2228416/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,Água Tratada,Torneira de entrada,Poço Profundo,TRAIRI,155645,-RDA - Localidade Lavagem Grande -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3112,0,0,ausência em 100 mL,0,18/09/2019,18/09/2019,0,,
N?  2229444-A/2229444/UN-BCL,UN-BCL,Água Tratada Saída Sistema,Água Tratada,Saída da estação de tratamento,Poço Profundo,TRAIRI,155648,-ETA - Localidade Bonfim -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3141,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2229450-A/2229450/UN-BCL,UN-BCL,Água Tratada Rede de Distribuição,Água Tratada,Torneira de entrada,Poço Profundo,TRAIRI,155649,-RDA - Localidade Bonfim  -Trairí(SISAR),SISAR,SISAR - UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3142,0,0,ausência em 100 mL,0,26/09/2019,26/09/2019,0,,
N?  2226825-A/2226825/UN-BCL,UN-BCL,Água Bruta,Completa,Captação,Açude Brotas,BROTAS,329923,-Água Bruta - Açude de Brotas,Extras,UNBCL,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3622,0,"2419,6",">2,4E3 NMP/100 mL",10000000,12/09/2019,12/09/2019,0,,
N?  2228283-A/2228283/UN-BCL,UN-BCL,Água Bruta,Particular,Saída do poço,Poço Amazonas,ITAPIPOCA,329974,-Água Bruta - Sítios Fleixeiras Itacoatiara - Araparí,UNBCL - EXTRAS,Claudia Barbosa Montenegro,Coliformes Totais,"9223, SMEWW 22nd Ed., 2012",3623,0,"1413,6","1,4E3 NMP/100 mL",10000000,17/09/2019,17/09/2019,0,,
N?  2226781-A/2226781/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço Profundo,ITAPIPOCA,233463,-AGUA BRUTA - Localidade  Cura 2,SISAR,SISAR UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3605,0,"1786,2","1786,2",10000000,10/09/2019,10/09/2019,0,,
N?  2226784-A/2226784/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,AMONTADA,329789,-Água Bruta - Lagoa do Jardim,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3606,0,"887,8","887,8",10000000,10/09/2019,10/09/2019,0,,
N?  2226787-A/2226787/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,329782,Particular-Água Bruta - Saguim,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3607,0,"435,1","435,1",10000000,10/09/2019,10/09/2019,0,,
N?  2226792-A/2226792/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,329783,Particular-Água Bruta - Barbosa,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3608,0,"834,7","834,7",10000000,10/09/2019,10/09/2019,0,,
N?  2226795-A/2226795/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,329784,Particular-Água Bruta - Paichicu,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3609,0,"571,8","571,8",10000000,10/09/2019,10/09/2019,0,,
N?  2226797-A/2226797/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,323368,Particular-Água Bruta - Patos,SISAR,SISAR,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3610,0,"550,3","550,3",10000000,10/09/2019,10/09/2019,0,,
N?  2226799-A/2226799/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,323366,Particular-Água Bruta - São Gabriel,SISAR,SISAR,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3611,0,"243,4","243,4",10000000,10/09/2019,10/09/2019,0,,
N?  2226803-A/2226803/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,329785,Particular-Água Bruta - Mãe Cosma,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3612,0,"71,34","71,34",10000000,10/09/2019,10/09/2019,0,,
N?  2226806-A/2226806/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,Poço Profundo,ITAREMA,329786,Particular-Água Bruta - Varzea Grande,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3613,0,"569,4","569,4",10000000,10/09/2019,10/09/2019,0,,
N?  2226809-A/2226809/UN-BCL,UN-BCL,Água Bruta,Completa,Saída da estação de tratamento,Poço Profundo,ITAREMA,329787,Particular-Água Bruta - Santa Clara,SISAR,SISAR - UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3614,0,1411,1411,10000000,10/09/2019,10/09/2019,0,,
N?  2226812-A/2226812/UN-BCL,UN-BCL,Água Bruta,Completa,Chafariz,PT - 02,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3615,0,"1107,1","1107,1",10000000,12/09/2019,12/09/2019,0,,
N?  2226814-A/2226814/UN-BCL,UN-BCL,Água Bruta,Completa,Chafariz,PT - 03,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3616,0,"344,6","344,6",10000000,12/09/2019,12/09/2019,0,,
N?  2226816-A/2226816/UN-BCL,UN-BCL,Água Bruta,Completa,Chafariz,PT - 04,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3617,0,"653,1","653,1",10000000,12/09/2019,12/09/2019,0,,
N?  2227783-A/2227783/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,PT - 05,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3618,0,"1769,1","1769,1",10000000,12/09/2019,12/09/2019,0,,
N?  2227785-A/2227785/UN-BCL,UN-BCL,Água Bruta,Completa,Saída do poço,PT - 06,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3619,0,"98,31","98,31",10000000,12/09/2019,12/09/2019,0,,
N?  2227787-A/2227787/UN-BCL,UN-BCL,Água Bruta,Completa,Captação,Lagoa das Quintas,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3620,0,"583,9","583,9",10000000,12/09/2019,12/09/2019,0,,
N?  2226819-A/2226819/UN-BCL,UN-BCL,Água Bruta,Completa,Chafariz,PT - 01,TRAIRI,329924,-Água Bruta - Vila Gualdrapas,Coletas Extras,GESAR - OBRAS,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3621,0,"1126,9","1126,9",10000000,12/09/2019,12/09/2019,0,,
N?  2226825-A/2226825/UN-BCL,UN-BCL,Água Bruta,Completa,Captação,Açude Brotas,BROTAS,329923,-Água Bruta - Açude de Brotas,Extras,UNBCL,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3622,0,"279,2","279,2",10000000,12/09/2019,12/09/2019,0,,
N?  2228283-A/2228283/UN-BCL,UN-BCL,Água Bruta,Particular,Saída do poço,Poço Amazonas,ITAPIPOCA,329974,-Água Bruta - Sítios Fleixeiras Itacoatiara - Araparí,UNBCL - EXTRAS,Claudia Barbosa Montenegro,Condutividade,"2510 B, SMEWW 22nd Ed., 2012",3623,0,"182,98","182,98",10000000,17/09/2019,17/09/2019,0,,
N?  2224305-A/2224305/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 02,ITAREMA,199387,Poço Tubular - PT 02,UNBCL-ITAREMA,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",60,0,0,ND,10000000,09/09/2019,09/09/2019,0,,
N?  2224308-A/2224308/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 03,ITAREMA,199388,Poço Tubular - PT 03,UNBCL-ITAREMA,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",62,0,0,ND,10000000,09/09/2019,09/09/2019,0,,
N?  2224312-A/2224312/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 04,ITAREMA,199389,Poço Tubular - PT 04,UNBCL-ITAREMA,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",63,0,0,ND,10000000,09/09/2019,09/09/2019,0,,
N?  2224315-A/2224315/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 06,ITAREMA,199390,Poço Tubular - PT 06,UNBCL-ITAREMA,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",64,0,0,ND,10000000,09/09/2019,09/09/2019,0,,
N?  2222162-A/2222162/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 01,LAGOINHA,199402,Poço Tubular - PT 01,UNBCL-LAGOINHA,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",68,0,0,ND,10000000,03/09/2019,03/09/2019,0,,
N?  2222164-A/2222164/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Captação,PT - 02,LAGOINHA,229682,Poço Tubular - PT 02,UNBCL-LAGOINHA,,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",70,0,0,ND,10000000,03/09/2019,03/09/2019,0,,
N?  2222169-A/2222169/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 01,MUNDAÚ,304583,Poço Tubular - PT 01,UNBCL-MUNDAÚ,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",74,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2222170-A/2222170/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Torneira de entrada,PT - 02,MUNDAÚ,304584,Poço Tubular - PT 02,UNBCL-MUNDAÚ,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",76,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2222171-A/2222171/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 03,MUNDAÚ,316259,Poço Tubular - PT 03,UNBCL-MUNDAÚ,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",77,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2222172-A/2222172/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 04,MUNDAÚ,316262,Poço Tubular - PT 04,UNBCL-MUNDAÚ,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",78,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2222177-A/2222177/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço - Caixa d'água,PARACURU,228542,PT 01 - Caixa D água,UNBCL-PARACURU,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",83,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2222178-A/2222178/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,Poço 02 - Riacho Doce,PARACURU,228544,PT 02 - Riacho Doce,UNBCL-PARACURU,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",84,0,25,25,10000000,03/09/2019,03/09/2019,0,,
N?  2225670-A/2225670/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 01,POÇO DOCE,199423,Poço Tubular - PT 01,UNBCL-POÇO DOCE,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",92,0,0,ND,10000000,10/09/2019,10/09/2019,0,,
N?  2225677-A/2225677/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 02,POÇO DOCE,265522,Poço Tubular - PT 02,UNBCL-POÇO DOCE,UN-BCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",94,0,0,ND,10000000,10/09/2019,10/09/2019,0,,
N?  2225848-A/2225848/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída da estação de tratamento,PT - 11,SIUPE,323682,Poço Tubular - PT 11,UNBCL-SIUPE,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",104,0,60,60,10000000,10/09/2019,10/09/2019,0,,
N?  2225850-A/2225850/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 12,SIUPE,199428,Poço Tubular - PT 12,UNBCL-SIUPE,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",106,0,60,60,10000000,10/09/2019,10/09/2019,0,,
N?  2224426-A/2224426/UN-BCL,UN-BCL,Água Bruta,Água Bruta,Saída do poço,PT - 01,TORROES,199430,Poço Tubular - PT 01,UNBCL-TORROES,UNBCL,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",110,0,0,ND,10000000,09/09/2019,09/09/2019,0,,
N?  2222006-A/2222006/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",201,0,5,5,15,02/09/2019,02/09/2019,0,
N?  2222372-A/2222372/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",202,0,10,10,15,04/09/2019,04/09/2019,0,
N?  2224123-A/2224123/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",203,0,10,10,15,09/09/2019,09/09/2019,0,
N?  2225324-A/2225324/UN-BCL,UN-BCL,Água Tratada Saída Sistema,IQAP,Saída da estação de tratamento,Rio Curu,APUIARÉS,33953,ESTAÇÃO DE TRATAMENTO DE ÁGUA,,UNBCL-APUIARES,,Cor Aparente,"2120 B, SMEWW 22nd Ed., 2012",204,0,5,5,15,11/09/2019,11/09/2019,0,
