Número do Laudo,UNIDADE,TIPO DE AMOSTRA,TIPO DE COLETA,PONTO DE AMOSTRAGEM,MANANCIAL,LOCALIDADE,COD. PONTO,ENDERECO,SETOR,INTERESSADO,PARAMETRO,Metodologia,FRASCO,LIMITE INFERIOR,VALOR RESULTADO,VALOR LITERAL,LIMITE SUPERIOR,DATA DE COLETA,DATA DE ENTRADA,FORA DO PADRAO,
N?  2150487-A/2150487/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",4,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2153162-A/2153162/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,CARNAUBAL,232587,Poço - Rua Major Felinto PT 01 - Escritório CAGECE,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",4,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2150755-A/2150755/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44413,R.  SDO. 30,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",4,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2161390-A/2161390/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230683,"Rua Antônio Lindolfo Gomes, SMS08",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",4,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2163971-A/2163971/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,PT - 01,CROATA,258363,Rua João Otaviano  - PT 01,UNBSI - CROATÁ,UN-BSI - CROATÁ,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,"< 1,0 NMP/100 mL",10000000,13/02/2019,13/02/2019,0,
N?  2161391-A/2161391/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44408,ET. SITIO BURITI,UNBSI - CARNAUBAL,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2150756-A/2150756/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,230708,"Rua Antônio Barroso, nº315",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2153164-A/2153164/UN-BSI,UN-BSI,Água Bruta Classe 2,Completa,Torneira de saída do poço,Poço Tubular 02,CARNAUBAL,190084,R. Manoel Estárgio - SMS 17 - Várzea PT 02,UNBSI - CARNAUBAL,UNBSI - CARNAUBAL,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,"< 1,0 NMP/100 mL",100000,14/01/2019,14/01/2019,0,
N?  2150492-A/2150492/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164127-A/2164127/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",5,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2163600-A/2163600/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44174,ET. SÍTIO BURITI,UNBSI - CARNAUBAL,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2153174-A/2153174/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço Tubular 07,CROATA,251602,Sítio Canaã PT 07,UNBSI - CROATÁ,UN-BSI - CROATÁ,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2152351-A/2152351/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44384,R.  DEP. VICENTE RIBEIRO,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2163972-A/2163972/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço Tubular 07,CROATA,251602,Sítio Canaã - PT 07,UNBSI - CROATÁ,UN-BSI - CROATÁ,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,"< 1,0 NMP/100 mL",10000000,13/02/2019,13/02/2019,0,
N?  2150501-A/2150501/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2164131-A/2164131/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",6,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2163967-A/2163967/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,FAVEIRA,232588,Reservatório Faveira - Água Bruta,UNBSI - FAVEIRA,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,"< 1,0 NMP/100 mL",10000000,13/02/2019,13/02/2019,0,
N?  2150506-A/2150506/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2152352-A/2152352/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44175,ET. PARA SÃO LUIZ,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2153178-A/2153178/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,PT - 01,CROATA,258363,Rua João Otaviano PT 01,UNBSI - CROATÁ,UN-BSI - CROATÁ,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2163612-A/2163612/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44199,AV. PAULO SARASATE,UNBSI - CARNAUBAL,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2164133-A/2164133/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",7,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2153184-A/2153184/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,PT - 03,CROATA,258362,Rua João Otaviano PT 03,UNBSI - CROATÁ,UN-BSI - CROATÁ,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",8,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2150512-A/2150512/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",8,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2164136-A/2164136/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",8,0,0,ausência em 100 mL,0,13/02/2019,13/02/2019,0,
N?  2163613-A/2163613/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230687,Av. São Vicente,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",8,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2152353-A/2152353/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44000,"Rua SImplício Damasceno, Nº 143",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",8,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164342-A/2164342/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230715,Buriti,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2164138-A/2164138/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2150517-A/2150517/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2153195-A/2153195/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,FAVEIRA,48982,RESERVATÓRIO FAVEIRA,UNBSI - FAVEIRA,UNBSI - FAVEIRA,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",9,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2152354-A/2152354/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44005,RUA ANTONIO PINTO DE MELO S/N,UNBSI - CARNAUBAL,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",9,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2163969-A/2163969/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,GUARACIABA DO NORTE,292662,"Rua Prefeito Meton Silvano, Bairro Santa Luzia",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 23rd Ed., 2017",9,0,0,"< 1,0 NMP/100 mL",10000000,13/02/2019,13/02/2019,0,
N?  2164142-A/2164142/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,18/02/2019,18/02/2019,0,
N?  2184993-A/2184993/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,GUARACIABA DO NORTE,188884,Localidade Descoberta dos Britos,SISAR - GUARACIABA DO NORTE,SISAR - Sistemas Integrados de Abastecimento Rural,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,25/04/2019,25/04/2019,0,
N?  2164343-A/2164343/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230690,"Rua 1º de Maio, SMS 35",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2152700-A/2152700/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230690,"Rua 1º de Maio, SMS 35",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2150523-A/2150523/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",10,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2164966-A/2164966/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44394,R.  MANOEL LEITAO VERAS,UNBSI - CARNAUBAL,,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2153199-A/2153199/UN-BSI,UN-BSI,Água Bruta,Completa,Torneira de saída do poço,Poço,GUARACIABA DO NORTE,292662,"Rua Prefeito Meton Silvano, Bairro Santa Luzia",UNBSI - GUARACIABA DO NORTE,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,0,"< 1,0 NMP/100 mL",10000000,14/01/2019,14/01/2019,0,
N?  2164411-A/2164411/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2163968-A/2163968/UN-BSI,UN-BSI,Água Bruta Classe 2,Completa,Captação,Açude Jaburu,TIANGUA,137761,ETA JABURU,UNBSI - TIANGUÁ,UNBSI  - Tianguá,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,1,"1,00 NMP/100 mL",100000,11/02/2019,11/02/2019,0,
N?  2152951-A/2152951/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2152702-A/2152702/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230687,Av. São Vicente,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",11,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2155129-A/2155129/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"PT - 01, PT - 02",CARNAUBAL,230686,"Rua Antônio Lindolfo Gomes, Nº 18",UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164412-A/2164412/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,20/02/2019,20/02/2019,0,
N?  2176989-A/2176989/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,CROATA,190808,Localidade São Francisco,SISAR,Sistema Integrado de Saneamento Rural - SISAR,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,03/04/2019,03/04/2019,0,
N?  2164967-A/2164967/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230701,Rua Coronel Jacob Ribeiro,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2152955-A/2152955/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",12,0,0,ausência em 100 mL,0,16/01/2019,16/01/2019,0,
N?  2153204-A/2153204/UN-BSI,UN-BSI,Água Bruta Classe 2,Completa,Captação,Açude Jaburu,TIANGUA,137761,ETA JABURU,UNBSI - TIANGUÁ,UNBSI  - Tianguá,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",13,0,2,"2,00 NMP/100 mL",100000,14/01/2019,14/01/2019,0,
N?  2164413-A/2164413/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2152957-A/2152957/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2164969-A/2164969/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,230704,Rua Major Felinto,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2155130-A/2155130/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,"Açude Jaburu, PT - 03",CARNAUBAL,44199,AV. PAULO SARASATE,UNBSI - CARNAUBAL,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",13,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2152959-A/2152959/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,21/01/2019,21/01/2019,0,
N?  2155131-A/2155131/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44382,R.  MAJOR FELINTO,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,30/01/2019,30/01/2019,0,
N?  2164973-A/2164973/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Açude Jaburu,CARNAUBAL,44384,R.  DEP. VICENTE RIBEIRO,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2165810-A/2165810/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Rede de Distribuição,Poço,GUARACIABA DO NORTE,188884,LOCALIDADE DESCOBERTA DOS BRITOS,SISAR - GUARACIABA DO NORTE,SISAR - Sistemas Integrados de Abastecimento Rural,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,25/02/2019,26/02/2019,0,
N?  2164414-A/2164414/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",14,0,0,ausência em 100 mL,0,25/02/2019,25/02/2019,0,
N?  2150799-A/2150799/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187423,R ANTONINO SATURNINO,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,03/01/2019,03/01/2019,0,
N?  2152961-A/2152961/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2161474-A/2161474/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187381,AÇÃO SOCIAL - Rua João Otaviano,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2165457-A/2165457/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",15,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2165459-A/2165459/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,27/02/2019,27/02/2019,0,
N?  2150800-A/2150800/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,47845,R. Santo Expedito,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,07/01/2019,07/01/2019,0,
N?  2152963-A/2152963/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,23/01/2019,23/01/2019,0,
N?  2161475-A/2161475/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,46993,R. AMBRÓSIO MATEUS,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",16,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2164097-A/2164097/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,PT - 07,CROATA,278297,Sítio Canaã - ETA PT 07,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150802-A/2150802/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187398,Rua do Matadouro,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,09/01/2019,09/01/2019,0,
N?  2155897-A/2155897/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poços,CARNAUBAL,322242,Rua Major Felinto - RAP  PT01 + PT02,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2161477-A/2161477/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187402,Rua Vitorino Ribeiro (Secretaria de Saúde),UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",17,0,0,ausência em 100 mL,0,06/02/2019,06/02/2019,0,
N?  2155899-A/2155899/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,Poço,CARNAUBAL,316712,R. Manoel Estárgio - SMS 17 - PT 03,UNBSI - CARNAUBAL,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,28/01/2019,28/01/2019,0,
N?  2164099-A/2164099/UN-BSI,UN-BSI,Água Tratada Saída Sistema,IQAP,Torneira de saída da ETA,"PT - 01, PT - 03",CROATA,47842,Reservatório Croatá,UNBSI - CROATÁ,UN-BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,04/02/2019,04/02/2019,0,
N?  2150856-A/2150856/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,187396,Rua São Roque,UNBSI - CROATÁ,UN BSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,14/01/2019,14/01/2019,0,
N?  2161479-A/2161479/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,IQAD,Torneira de entrada,Poços,CROATA,47845,R. Santo Expedito,UNBSI - CROATÁ,UNBSI,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,11/02/2019,11/02/2019,0,
N?  2169507-A/2169507/UN-BSI,UN-BSI,Água Tratada Rede de Distribuição,Completa,Torneira de entrada,Poço,CROATA,190804,Localidade Repartição,SISAR,SISAR - Sistemas Integrados de Abastecimento Rural,Escherichia coli,"9223, SMEWW 22nd Ed., 2012",18,0,0,ausência em 100 mL,0,20/02/2019,21/02/2019,0,
